650 40 121.5 55
651 50 145 60
652 10 105 40
653 45 140 40
654 20 115 30
655 0 100 55
656 20 105 50
657 5 100 60
658 5 150 10
659 40 145 30
660 35 130 30
661 35 120 40
662 0 145 10
663 30 145 20
664 30 130 25
665 50 150 55
666 20 120 25
667 10 130 15
668 28.5 110 55
669 20 140 15
670 5 120 20
671 45 130 50
672 5 110 30
673 10 115 25
674 5 100 55
675 35 115 48.5
676 5 145 10
677 35 140 25
678 50 145 55
679 50 140 60
680 10 100 60
681 10 150 10
682 40 140 30
683 0 140 10
684 30 140 20
685 28.5 110 48.5
686 50 150 50
687 10 120 20
688 40 121.5 48.5
689 0 100 50
690 10 110 30
691 10 100 55
692 40 125 40
693 5 140 10
694 50 140 55
695 25 130 20
696 40 130 35
697 10 145 10
698 50 145 50
699 20 125 20
700 5 100 50
701 25 110 40
702 20 110 35
703 15 105 40
704 0 105 35
705 45 135 40
706 45 150 35
707 20 105 45
708 15 130 15
709 0 125 15
710 25 105 60
711 25 150 15
712 20 135 15
713 45 130 45
714 45 125 60
715 35 115 45
716 15 115 25
717 45 125 55
718 5 105 35
719 5 125 15
720 45 145 35
721 25 145 15
722 35 135 25
723 25 105 55
724 30 120 30
725 10 140 10
726 50 140 50
727 10 100 50
728 15 100 60
729 0 100 45
730 30 110 45
731 50 135 60
732 15 120 20
733 0 135 10
734 40 135 30
735 40 120 45
736 15 150 10
737 50 150 45
738 30 135 20
739 15 110 30
740 5 100 45
741 30 115 35
742 5 135 10
743 10 105 35
744 45 125 50
745 25 115 30
746 15 100 55
747 35 125 30
748 30 125 25
749 15 145 10
750 45 140 35
751 35 120 35
752 50 145 45
753 25 105 50
754 25 140 15
755 10 125 15
756 50 135 55
757 25 120 25
759 0 115 20
760 40 150 25
761 20 105 40
762 10 135 10
763 20 130 15
764 15 140 10
765 45 130 40
766 10 100 45
767 50 135 50
768 35 150 20
769 50 140 45
770 0 110 25
771 15 100 50
773 35 115 40
775 20 115 25
776 40 125 35
777 35 130 25
778 40 145 25
779 35 145 20
780 5 115 20
781 5 110 25
782 25 125 20
784 25 110 35
785 15 105 35
786 15 125 15
787 25 105 45
788 45 135 35
789 45 125 45
790 25 135 15
791 20 100 60
792 40 120 40
793 50 130 60
794 20 150 10
795 30 130 20
796 40 130 30
797 50 150 40
798 20 120 20
799 0 130 10
800 0 100 40
801 30 110 40
802 20 110 30
803 40 115 48.5
804 0 105 30
805 45 150 30
806 40 140 25
807 28.5 105 60
808 50 145 40
809 20 100 55
810 30 150 15
811 10 115 20
812 0 120 15
813 5 130 10
814 35 140 20
815 20 145 10
816 50 130 55
817 45 121.5 60
818 10 110 25
819 35 110 48.5
820 5 100 40
821 5 105 30
822 45 121.5 55
823 45 145 30
824 30 145 15
825 5 120 15
826 28.5 105 55
827 15 100 45
828 15 135 10
829 50 135 45
830 20 140 10
831 50 140 40
832 20 100 50
833 50 130 50
834 10 130 10
835 10 100 40
836 30 115 30
837 10 105 30
838 45 140 30
839 28.5 105 48.5
840 55 150 60
841 0 95 60
842 0 150 5
843 10 120 15
844 30 120 25
845 30 140 15
846 35 120 30
847 45 121.5 48.5
848 40 115 45
849 15 115 20
850 20 105 35
851 40 135 25
852 45 125 40
853 5 95 60
854 0 95 55
855 5 150 5
856 55 150 55
857 35 110 45
858 55 145 60
859 45 130 35
860 20 125 15
861 0 145 5
862 25 130 15
863 25 105 40
864 35 135 20
865 15 110 25
866 25 115 25
867 35 125 25
868 35 115 35
869 5 95 55
870 55 145 55
871 5 145 5
872 40 120 35
873 0 100 35
874 25 100 60
875 0 95 50
876 10 95 60
877 40 125 30
878 0 140 5
879 10 150 5
880 20 100 45
881 50 135 40
882 20 135 10
883 50 125 60
884 25 150 10
885 50 130 45
886 25 120 20
887 55 140 60
888 55 150 50
889 0 125 10
890 50 150 35
891 15 130 10
892 30 125 20
893 25 110 30
894 15 100 40
895 30 110 35
896 15 105 30
897 55 140 55
898 5 100 35
899 25 100 55
900 45 120 45
901 30 105 45
902 5 140 5
903 45 135 30
904 10 95 55
905 5 95 50
906 30 135 15
907 50 125 55
908 55 145 50
909 10 145 5
910 25 145 10
911 15 120 15
912 5 125 10
913 50 145 35
914 40 150 20
916 0 110 20
917 40 115 40
918 10 100 35
919 50 125 50
920 40 145 20
921 20 115 20
922 40 130 25
923 10 140 5
924 10 95 50
925 25 140 10
926 20 110 25
927 35 130 20
928 55 140 50
929 50 140 35
931 25 100 50
932 10 125 10
933 35 110 40
934 5 110 20
935 0 115 15
936 45 150 25
938 0 95 45
939 15 150 5
940 0 135 5
941 15 95 60
942 0 105 25
944 55 150 45
945 35 150 15
946 55 135 60
947 15 95 55
949 25 105 35
950 45 145 25
951 45 125 35
952 5 115 15
953 5 95 45
954 5 135 5
955 15 145 5
956 55 145 45
957 35 145 15
958 55 135 55
959 5 105 25
961 25 125 15
962 40 140 20
963 20 130 10
964 50 130 40
965 40 110 48.5
966 20 100 40
967 10 110 20
968 45 130 30
969 20 105 30
970 45 120 40
971 30 130 15
972 30 105 40
973 20 120 15
974 35 115 30
975 15 95 50
976 25 100 45
977 10 115 15
978 15 140 5
979 45 140 25
980 10 135 5
981 35 120 25
982 30 115 25
983 35 105 48.5
984 50 125 45
985 10 95 45
986 10 105 25
987 15 100 35
988 45 115 48.5
989 55 140 45
990 25 135 10
991 55 135 50
992 35 140 15
993 15 125 10
994 50 135 35
995 28.5 100 60
996 30 150 10
997 40 120 30
998 30 120 20
999 50 121.5 60
1000 50 150 30
1001 0 120 10
1002 30 110 30
1003 0 100 30
1004 28.5 100 55
1005 20 95 60
1006 50 121.5 55
1007 0 95 40
1008 55 150 40
1009 20 150 5
1010 5 120 10
1011 30 145 10
1012 40 135 20
1013 50 145 30
1014 0 130 5
1015 40 110 45
1016 55 130 60
1017 5 100 30
1018 15 110 20
1019 40 115 35
1020 40 125 25
1021 35 125 20
1022 20 95 55
1023 5 130 5
1024 20 145 5
1025 25 115 20
1026 5 95 40
1027 55 130 55
1028 55 145 40
1029 25 110 25
1030 35 110 35
1031 15 115 15
1032 45 135 25
1033 35 105 45
1034 15 105 25
1035 45 115 45
1036 15 95 45
1037 15 135 5
1038 35 135 15
1039 55 135 45
1040 30 140 10
1041 50 140 30
1042 10 120 10
1043 10 100 30
1044 50 121.5 48.5
1045 28.5 100 48.5
1046 20 100 35
1047 20 140 5
1048 10 95 40
1049 20 95 50
1050 10 130 5
1051 55 140 40
1052 55 130 50
1053 50 130 35
1054 20 125 10
1055 25 130 10
1056 50 125 40
1057 25 100 40
1058 25 105 30
1059 45 125 30
1060 30 105 35
1061 45 120 35
1062 25 120 15
1063 30 125 15
1064 40 130 20
1065 60 150 60
1066 0 150 0
1067 0 90 60
1068 40 110 40
1069 20 110 20
1070 60 150 55
1071 0 105 20
1072 60 145 60
1073 45 150 20
1074 40 150 15
1076 5 150 0
1077 0 145 0
1078 0 110 15
1079 30 135 10
1080 50 120 45
1081 5 90 60
1082 0 90 55
1083 15 120 10
1084 50 135 30
1085 30 100 45
1087 15 100 30
1088 45 115 40
1089 60 145 55
1090 45 145 20
1091 40 145 15
1092 20 115 15
1093 35 130 15
1094 35 105 40
1095 20 95 45
1096 5 105 20
1097 15 95 40
1098 55 135 40
1099 5 145 0
1100 5 110 15
1101 25 95 60
1102 15 130 5
1103 20 135 5
1104 45 130 25
1105 55 130 45
1106 25 150 5
1107 20 105 25
1108 5 90 55
1109 55 125 60
1110 55 150 35
1111 0 125 5
1113 0 95 35
1115 35 115 25
1116 55 125 55
1117 55 145 35
1118 25 95 55
1119 25 145 5
1120 5 125 5
1121 5 95 35
1122 0 90 50
1123 10 150 0
1124 0 140 0
1125 10 90 60
1126 60 150 50
1127 60 140 60
1128 60 140 55
1129 5 90 50
1130 10 105 20
1131 45 140 20
1132 40 115 30
1134 0 115 10
1135 40 120 25
1136 30 110 25
1137 30 115 20
1138 40 140 15
1139 40 105 48.5
1140 10 145 0
1141 5 140 0
1142 10 110 15
1143 35 150 10
1144 50 150 25
1145 10 90 55
1147 35 110 30
1148 35 120 20
1149 0 100 25
1150 60 145 50
1151 45 110 48.5
1153 55 125 50
1155 25 140 5
1156 55 140 35
1157 50 125 35
1158 25 95 50
1159 5 115 10
1160 50 145 25
1161 35 145 10
1162 25 100 35
1163 10 125 5
1164 25 125 10
1165 5 100 25
1166 10 95 35
1167 10 90 50
1168 10 140 0
1169 50 130 30
1170 30 130 10
1171 20 120 10
1172 60 140 50
1173 30 100 40
1174 50 120 40
1175 20 100 30
1176 30 105 30
1177 45 120 30
1178 60 135 60
1179 20 95 40
1180 15 150 0
1181 0 135 0
1182 30 120 15
1183 60 150 45
1184 50 115 48.5
1185 20 130 5
1186 35 140 10
1187 40 125 20
1188 15 90 60
1189 50 140 25
1190 0 90 45
1191 10 100 25
1192 10 115 10
1193 55 130 40
1194 35 100 48.5
1195 40 110 35
1196 25 110 20
1197 60 135 55
1198 15 105 20
1199 40 105 45
1200 5 135 0
1201 5 90 45
1202 40 135 15
1203 15 145 0
1204 45 135 20
1205 60 145 45
1206 15 110 15
1207 15 90 55
1208 45 110 45
1209 35 105 35
1210 15 125 5
1211 25 115 15
1212 45 125 25
1213 35 125 15
1214 25 95 45
1215 45 115 35
1216 25 105 25
1217 55 125 45
1218 25 135 5
1219 55 135 35
1220 15 95 35
1221 15 90 50
1222 28.5 95 60
1223 15 140 0
1224 10 135 0
1225 0 95 30
1226 0 120 5
1227 30 150 5
1228 60 140 45
1229 10 90 45
1230 55 150 30
1231 60 135 50
1232 55 121.5 60
1233 55 121.5 55
1234 50 115 45
1235 28.5 95 55
1236 35 100 45
1237 5 120 5
1238 15 115 10
1239 5 95 30
1240 55 145 30
1241 35 135 10
1242 30 145 5
1243 50 135 25
1244 15 100 25
1245 20 150 0
1246 60 130 60
1247 0 130 0
1248 20 90 60
1249 0 90 40
1250 60 150 40
1251 60 130 55
1252 30 100 35
1253 40 105 40
1254 45 130 20
1255 40 130 15
1256 30 140 5
1257 10 95 30
1258 55 140 30
1259 20 105 20
1260 20 110 15
1261 10 120 5
1262 5 130 0
1263 5 90 40
1264 20 145 0
1265 20 90 55
1266 28.5 95 48.5
1267 50 125 30
1268 60 145 40
1269 25 120 10
1270 55 121.5 48.5
1271 50 120 35
1272 45 110 40
1273 30 125 10
1274 25 100 30
1275 40 115 25
1277 55 125 40
1278 35 115 20
1279 15 135 0
1280 45 150 15
1281 0 105 15
1282 15 90 45
1283 25 95 40
1284 20 125 5
1285 60 135 45
1286 55 130 35
1287 35 110 25
1288 25 130 5
1289 20 95 35
1290 45 145 15
1291 5 105 15
1294 20 90 50
1295 0 100 20
1296 40 150 10
1297 20 140 0
1298 40 120 20
1299 10 130 0
1300 10 90 40
1301 60 140 40
1302 50 150 20
1303 30 110 20
1304 40 110 30
1306 0 110 10
1307 60 130 50
1309 50 115 40
1310 5 100 20
1311 20 115 10
1312 40 145 10
1313 50 145 20
1314 35 130 10
1315 50 130 25
1316 35 100 40
1317 20 100 25
1318 5 110 10
1320 45 115 30
1321 30 115 15
1322 35 105 30
1323 10 105 15
1324 55 120 45
1325 30 95 45
1326 15 95 30
1327 30 135 5
1328 45 140 15
1329 45 105 48.5
1330 30 105 25
1331 45 120 25
1332 55 135 30
1333 15 120 5
1334 35 120 15
1335 40 140 10
1336 10 100 20
1337 50 140 20
1338 50 110 48.5
1339 40 100 48.5
1340 10 110 10
1341 20 90 45
1342 60 125 60
1343 25 150 0
1344 15 90 40
1345 15 130 0
1346 0 125 0
1347 0 85 60
1348 65 150 60
1349 20 135 0
1350 60 130 45
1351 60 135 40
1352 60 150 35
1353 0 90 35
1354 25 90 60
1355 45 125 20
1356 60 125 55
1357 40 105 35
1358 65 145 60
1359 5 85 60
1361 0 115 5
1363 25 105 20
1364 0 85 55
1365 0 95 25
1366 55 150 25
1367 25 145 0
1368 25 90 55
1369 40 125 15
1370 25 110 15
1371 35 150 5
1372 5 125 0
1373 60 145 35
1374 65 150 55
1375 5 90 35
1376 45 110 35
1379 15 105 15
1380 5 85 55
1381 45 105 45
1382 45 135 15
1383 55 145 25
1384 55 125 35
1385 5 95 25
1386 5 115 5
1387 35 145 5
1388 65 145 55
1389 25 125 5
1390 25 95 35
1391 50 120 30
1392 30 120 10
1393 30 100 30
1394 15 100 20
1395 40 100 45
1396 25 90 50
1397 65 140 60
1398 40 135 10
1399 0 85 50
1400 20 120 5
1401 60 140 35
1402 50 110 45
1403 55 130 30
1404 55 120 40
1405 60 125 50
1406 10 85 60
1407 20 95 30
1408 30 130 5
1409 30 95 40
1410 25 140 0
1411 10 125 0
1412 65 150 50
1413 10 90 35
1414 50 135 20
1415 15 110 10
1416 55 115 48.5
1417 10 95 25
1418 55 140 25
1419 50 115 35
1420 50 125 25
1421 35 140 5
1422 65 145 50
1423 5 85 50
1424 25 115 10
1425 65 140 55
1426 35 95 48.5
1427 10 85 55
1428 35 100 35
1429 10 115 5
1430 35 125 10
1431 25 100 25
1432 20 90 40
1433 20 130 0
1434 60 130 40
1435 40 115 20
1436 10 85 50
1437 65 140 50
1438 35 110 20
1439 40 110 25
1440 65 135 60
1441 60 125 45
1442 15 85 60
1443 20 105 15
1444 45 130 15
1445 0 85 45
1446 45 105 40
1447 15 90 35
1448 15 125 0
1449 25 135 0
1450 60 135 35
1451 65 150 45
1452 25 90 45
1453 45 115 25
1454 35 115 15
1455 65 145 45
1456 15 115 5
1457 35 105 25
1458 15 85 55
1459 15 95 25
1460 35 95 45
1461 55 115 45
1462 55 135 25
1463 35 135 5
1464 5 85 45
1465 65 135 55
1466 60 121.5 60
1467 0 90 30
1468 28.5 90 60
1469 30 150 0
1470 0 120 0
1471 20 100 20
1472 40 100 40
1473 60 150 30
1474 50 130 20
1475 40 130 10
1476 20 110 10
1477 50 110 40
1478 60 121.5 55
1479 5 120 0
1480 0 100 15
1481 45 150 10
1482 45 120 20
1483 28.5 90 55
1484 40 120 15
1485 5 90 30
1486 30 110 15
1487 40 105 30
1489 30 145 0
1491 30 105 20
1492 0 105 10
1493 50 150 15
1494 45 110 30
1495 60 145 30
1497 5 100 15
1498 25 95 30
1499 45 145 10
1500 55 125 30
1501 5 105 10
1502 50 145 15
1503 10 85 45
1504 15 85 50
1505 65 135 50
1506 25 120 5
1507 30 125 5
1509 65 140 45
1510 55 120 35
1511 30 95 35
1512 28.5 90 48.5
1513 10 90 30
1514 60 140 30
1515 10 120 0
1516 30 140 0
1517 60 121.5 48.5
1518 65 130 60
1519 50 115 30
1520 45 140 10
1521 40 150 5
1522 10 105 10
1523 20 85 60
1525 25 130 0
1527 0 95 20
1528 0 85 40
1529 55 150 20
1530 10 100 15
1531 20 125 0
1532 30 115 10
1533 35 120 10
1534 65 150 40
1535 30 100 25
1536 60 125 40
1537 50 105 48.5
1538 60 130 35
1539 50 140 15
1540 35 100 30
1541 50 120 25
1542 25 90 40
1543 0 110 5
1544 20 90 35
1545 45 100 48.5
1546 20 115 5
1548 20 85 55
1549 55 115 40
1550 5 95 20
1551 40 145 5
1552 20 95 25
1553 35 95 40
1554 5 85 40
1555 55 145 20
1556 65 145 40
1557 55 130 25
1558 65 130 55
1559 35 130 5
1561 5 110 5
1562 45 105 35
1563 25 105 15
1564 45 125 15
1565 15 85 45
1566 65 135 45
1567 10 85 40
1568 15 120 0
1569 40 100 35
1570 10 95 20
1571 55 140 20
1572 25 100 20
1573 40 140 5
1574 15 90 30
1575 30 135 0
1576 20 85 50
1577 50 125 20
1578 60 120 45
1579 40 95 48.5
1580 60 135 30
1581 40 125 10
1582 65 140 40
1583 55 110 48.5
1584 30 90 45
1585 65 130 50
1586 10 110 5
1587 25 110 10
1588 50 110 35
1589 45 135 10
1590 15 105 10
1591 15 100 15
1592 50 105 45
1593 45 100 45
1594 50 135 15
1595 40 110 20
1596 30 120 5
1597 30 95 30
1598 0 115 0
1599 60 150 25
1600 55 120 30
1601 35 150 0
1603 0 90 25
1605 40 115 15
1607 65 125 60
1608 45 115 20
1609 25 125 0
1610 65 135 40
1611 15 95 20
1612 5 115 0
1613 25 85 60
1614 40 105 25
1615 40 135 5
1617 0 85 35
1618 35 105 20
1619 20 85 45
1620 40 95 45
1621 35 145 0
1622 15 85 40
1623 60 125 35
1624 55 135 20
1625 65 130 45
1626 60 145 25
1627 35 110 15
1628 65 150 35
1629 25 90 35
1630 45 110 25
1631 5 90 25
1632 55 110 45
1633 15 110 5
1634 55 125 25
1635 25 95 25
1636 5 85 35
1637 25 85 55
1638 35 125 5
1639 65 145 35
1640 25 115 5
1641 65 125 55
1642 55 115 35
1643 35 95 35
1644 20 90 30
1645 20 120 0
1646 0 80 60
1647 30 130 0
1648 70 150 60
1649 30 90 40
1650 60 130 30
1651 60 120 40
1652 35 90 48.5
1653 10 115 0
1654 0 80 55
1655 5 80 60
1656 50 130 15
1657 20 100 15
1658 20 105 10
1659 70 150 55
1660 35 140 0
1661 60 115 48.5
1662 60 140 25
1663 45 130 10
1664 50 105 40
1665 70 145 60
1666 10 90 25
1667 45 100 40
1668 45 105 30
1669 5 80 55
1670 45 120 15
1671 30 105 15
1672 10 85 35
1673 70 145 55
1674 35 115 10
1675 65 125 50
1676 50 115 25
1677 65 140 35
1678 25 85 50
1679 35 100 25
1680 10 80 60
1681 0 80 50
1683 0 100 10
1684 40 120 10
1685 70 140 60
1686 50 110 30
1687 70 150 50
1688 50 150 10
1689 30 100 20
1690 40 100 30
1691 30 110 10
