1 0 150 60
2 0 150 55
3 0 145 60
4 5 150 60
5 5 150 55
6 0 145 55
7 5 145 60
8 5 145 55
9 0 140 60
10 0 150 50
11 10 150 60
12 0 140 55
13 0 145 50
14 10 150 55
15 5 150 50
16 5 140 60
17 10 145 60
18 5 140 55
19 5 145 50
20 10 145 55
21 0 140 50
22 10 150 50
23 10 140 60
24 10 140 55
25 5 140 50
26 15 150 60
27 0 150 45
28 0 135 60
29 10 145 50
30 0 145 45
31 15 145 60
32 15 150 55
33 0 135 55
34 5 135 60
35 5 150 45
36 15 145 55
37 5 145 45
38 5 135 55
39 10 140 50
40 0 135 50
41 15 140 60
42 0 140 45
43 15 150 50
44 10 150 45
45 10 135 60
46 15 140 55
47 10 145 45
48 5 140 45
49 15 145 50
50 5 135 50
51 10 135 55
52 0 150 40
53 20 150 60
54 0 130 60
55 20 145 60
56 5 130 60
57 10 135 50
58 0 145 40
59 20 150 55
60 5 150 40
61 10 140 45
62 0 130 55
63 15 140 50
64 5 130 55
65 5 145 40
66 15 135 60
67 0 135 45
68 15 150 45
69 20 145 55
70 15 145 45
71 5 135 45
72 15 135 55
73 10 130 60
74 0 140 40
75 20 140 60
76 20 150 50
77 10 150 40
78 0 130 50
79 20 140 55
80 10 130 55
81 10 145 40
82 5 140 40
83 20 145 50
84 5 130 50
85 15 135 50
86 10 135 45
87 15 140 45
88 20 140 50
89 10 140 40
90 10 130 50
91 0 135 40
92 15 130 60
93 20 135 60
94 0 130 45
95 0 150 35
96 0 125 60
97 15 150 40
98 25 150 60
99 20 150 45
100 25 145 60
101 0 125 55
102 15 145 40
103 5 135 40
104 20 145 45
105 25 150 55
106 15 130 55
107 5 130 45
108 5 125 60
109 0 145 35
110 5 150 35
111 20 135 55
112 5 125 55
113 25 145 55
114 15 135 45
115 5 145 35
116 0 125 50
117 10 135 40
118 20 135 50
119 0 140 35
120 25 140 60
121 15 140 40
122 25 150 50
123 10 125 60
124 20 140 45
125 10 150 35
126 10 130 45
127 15 130 50
128 5 125 50
129 10 125 55
130 25 140 55
131 5 140 35
132 25 145 50
133 10 145 35
134 20 130 60
135 20 150 40
136 0 130 40
137 10 125 50
138 5 130 40
139 20 145 40
140 20 130 55
141 25 140 50
142 10 140 35
143 15 135 40
144 0 135 35
145 25 150 45
146 15 130 45
147 15 125 60
148 0 125 45
149 15 150 35
150 25 135 60
151 20 135 45
152 5 125 45
153 25 145 45
154 15 125 55
155 15 145 35
156 25 135 55
157 5 135 35
158 0 150 30
159 30 150 60
160 0 120 60
161 20 140 40
162 10 130 40
163 20 130 50
164 0 120 55
165 30 150 55
166 0 145 30
167 5 150 30
168 5 120 60
169 30 145 60
170 15 125 50
171 5 120 55
172 5 145 30
173 10 125 45
174 30 145 55
175 25 140 45
176 10 135 35
177 25 135 50
178 15 140 35
179 30 140 60
180 0 140 30
181 10 150 30
182 0 120 50
183 30 150 50
184 10 120 60
185 20 125 60
186 30 140 55
187 5 140 30
188 20 135 40
189 10 120 55
190 10 145 30
191 0 130 35
192 20 130 45
193 0 125 40
194 30 145 50
195 20 150 35
196 25 130 60
197 15 130 40
198 25 150 40
199 5 120 50
200 5 125 40
201 25 130 55
202 20 125 55
203 5 130 35
204 20 145 35
205 25 145 40
206 15 125 45
207 25 135 45
208 15 135 35
209 10 140 30
210 30 140 50
211 10 120 50
212 20 125 50
213 30 135 60
214 15 150 30
215 0 135 30
216 30 150 45
217 15 120 60
218 0 120 45
219 20 140 35
220 10 130 35
221 25 140 40
222 25 130 50
223 10 125 40
224 15 120 55
225 15 145 30
226 5 120 45
227 30 145 45
228 30 135 55
229 5 135 30
230 20 130 40
231 15 140 30
232 0 115 60
233 0 150 25
234 35 150 60
235 10 120 45
236 30 140 45
237 10 135 30
238 30 135 50
239 15 120 50
240 0 115 55
241 5 115 60
242 0 125 35
243 15 125 40
244 35 150 55
245 25 135 40
246 5 150 25
247 0 145 25
248 35 145 60
249 25 125 60
250 15 130 35
251 25 150 35
252 25 130 45
253 20 125 45
254 20 135 35
255 5 115 55
256 5 125 35
257 25 125 55
258 35 145 55
259 5 145 25
260 25 145 35
261 30 130 60
262 0 130 30
263 20 150 30
264 0 120 40
265 20 120 60
266 30 150 40
267 10 115 60
268 0 115 50
269 5 130 30
270 10 150 25
271 20 120 55
272 35 150 50
273 35 140 60
274 5 120 40
275 20 145 30
276 0 140 25
277 30 145 40
278 30 130 55
279 25 125 50
280 5 115 50
281 35 140 55
282 10 125 35
283 10 115 55
284 10 145 25
285 35 145 50
286 5 140 25
287 15 135 30
288 25 140 35
289 30 135 45
290 15 120 45
291 20 140 30
292 10 130 30
293 10 120 40
294 20 120 50
295 30 140 40
296 30 130 50
297 10 115 50
298 35 140 50
299 10 140 25
300 20 130 35
301 20 125 40
302 25 130 40
303 15 115 60
304 0 115 45
305 15 150 25
306 35 150 45
307 35 135 60
308 0 135 25
309 15 115 55
310 35 145 45
311 15 125 35
312 35 135 55
313 5 115 45
314 15 145 25
315 25 125 45
316 5 135 25
317 25 135 35
318 30 135 40
319 0 125 30
320 25 150 30
321 30 150 35
322 15 130 30
323 30 130 45
324 30 125 60
325 0 120 35
326 25 120 60
327 15 120 40
328 20 120 45
329 20 135 30
330 15 115 50
331 10 115 45
332 5 125 30
333 30 125 55
334 35 135 50
335 25 120 55
336 35 140 45
337 25 145 30
338 30 145 35
339 5 120 35
340 15 140 25
341 10 135 25
342 40 150 60
343 0 150 20
344 0 110 60
345 0 115 40
346 20 115 60
347 30 125 50
348 40 150 55
349 25 140 30
350 40 145 60
351 0 145 20
352 5 150 20
353 35 150 40
354 20 150 25
355 0 130 25
356 10 125 30
357 10 120 35
358 30 140 35
359 35 130 60
360 25 120 50
361 5 110 60
362 0 110 55
363 20 115 55
364 5 145 20
365 35 130 55
366 40 145 55
367 5 115 40
368 35 145 40
369 5 130 25
370 20 125 35
371 25 125 40
372 20 145 25
373 25 130 35
374 5 110 55
375 15 115 45
376 35 135 45
377 15 135 25
378 40 140 60
379 0 140 20
380 40 150 50
381 10 150 20
382 0 110 50
383 20 130 30
384 30 130 40
385 20 120 40
386 10 110 60
387 10 115 40
388 40 140 55
389 20 115 50
390 5 140 20
391 10 145 20
392 10 130 25
393 40 145 50
394 35 140 40
395 20 140 25
396 35 130 50
397 10 110 55
398 5 110 50
399 15 125 30
400 25 120 45
401 25 135 30
402 30 135 35
403 30 125 45
404 15 120 35
405 10 140 20
406 40 140 50
407 30 150 30
408 0 120 30
409 28.5 121.5 60
410 10 110 50
411 28.5 121.5 55
412 30 145 30
413 40 150 45
414 15 150 20
415 5 120 30
416 0 135 20
417 0 110 45
418 40 135 60
419 15 110 60
420 15 115 40
421 0 115 35
422 20 115 45
423 0 125 25
424 35 135 40
425 40 145 45
426 15 145 20
427 25 115 60
428 35 130 45
429 35 125 60
430 25 150 25
431 40 135 55
432 35 150 35
433 5 110 45
434 15 130 25
435 20 135 25
436 5 135 20
437 15 110 55
438 25 115 55
439 5 125 25
440 35 125 55
441 25 125 35
442 5 115 35
443 35 145 35
444 25 145 25
445 30 140 30
446 10 120 30
447 28.5 121.5 48.5
448 40 135 50
449 10 110 45
450 40 140 45
451 25 130 30
452 20 120 35
453 30 130 35
454 15 140 20
455 20 125 30
456 15 110 50
457 25 120 40
458 10 135 20
459 30 125 40
460 35 125 50
461 10 115 35
462 10 125 25
463 25 115 50
464 35 140 35
465 25 140 25
466 40 150 40
467 40 130 60
468 0 130 20
469 20 150 20
470 20 110 60
471 0 110 40
472 5 130 20
473 20 115 40
474 40 145 40
475 20 145 20
476 0 105 60
477 45 150 60
478 0 150 15
479 15 120 30
480 30 135 30
481 30 120 45
482 20 130 25
483 35 130 40
484 40 130 55
485 20 110 55
486 5 110 40
487 45 145 60
488 45 150 55
489 0 145 15
490 40 135 45
491 0 105 55
492 5 150 15
493 5 105 60
494 15 110 45
495 15 135 20
496 25 115 45
497 15 115 35
498 5 145 15
499 15 125 25
500 45 145 55
501 5 105 55
502 35 125 45
503 25 135 25
504 35 135 35
505 40 140 40
506 10 130 20
507 20 140 20
508 40 130 50
509 20 110 50
510 10 110 40
511 0 105 50
512 28.5 115 60
513 0 115 30
514 10 105 60
515 35 150 30
516 30 150 25
517 10 150 15
518 45 140 60
519 0 120 25
520 0 140 15
521 35 121.5 60
522 45 150 50
523 45 140 55
524 28.5 115 55
525 5 105 50
526 35 121.5 55
527 25 125 30
528 10 105 55
529 10 145 15
530 35 145 30
531 30 125 35
532 5 115 30
533 30 145 25
534 45 145 50
535 25 120 35
536 5 140 15
537 5 120 25
538 20 120 30
539 30 130 30
540 30 120 40
541 40 135 40
542 10 115 30
543 40 125 60
544 35 140 30
545 10 105 50
546 15 130 20
547 20 110 45
548 28.5 115 48.5
549 40 130 45
550 40 150 35
551 25 150 20
552 0 125 20
553 10 120 25
554 30 140 25
555 45 140 50
556 35 121.5 48.5
557 10 140 15
558 20 135 20
559 25 110 60
560 0 110 35
561 15 110 40
562 20 115 35
563 0 105 45
564 40 125 55
565 15 105 60
566 25 145 20
567 35 125 40
568 15 150 15
569 20 125 25
570 0 135 15
571 25 130 25
572 5 125 20
573 25 115 40
574 40 145 35
575 45 135 60
576 35 130 35
577 45 150 45
578 25 110 55
579 5 110 35
580 5 105 45
581 15 145 15
582 45 135 55
583 15 105 55
584 45 145 45
585 5 135 15
586 40 125 50
587 25 140 20
588 40 140 35
589 10 125 20
590 25 110 50
591 10 110 35
592 10 105 45
593 15 105 50
594 15 115 30
595 35 120 45
596 30 115 45
597 35 135 30
598 10 135 15
599 45 140 45
600 30 135 25
601 15 140 15
602 15 120 25
603 45 135 50
604 40 130 40
605 20 130 20
606 20 110 40
607 0 130 15
608 45 150 40
609 20 105 60
610 0 105 40
611 30 125 30
612 20 150 15
613 25 120 30
614 30 120 35
615 45 130 60
616 0 115 25
617 45 130 55
618 5 105 40
619 45 145 40
620 20 105 55
621 5 130 15
622 25 110 45
624 20 145 15
625 15 125 20
626 35 150 25
627 40 125 45
628 40 135 35
629 25 135 20
630 15 110 35
631 15 105 45
633 25 115 35
634 35 125 35
635 25 125 25
636 35 145 25
637 5 115 25
638 15 135 15
639 45 135 45
640 40 121.5 60
641 0 120 20
642 0 150 10
643 0 100 60
644 50 150 60
645 40 150 30
646 30 150 20
647 0 110 30
648 28.5 110 60
649 30 115 40
