16524  100  75  48.5
16525  100  70  48.5
16526  100  80  48.5
16527  95   75  48.5
16528  105  75  48.5
16529  50   75  48.5
16530  50   70  48.5
16531  50   80  48.5
16532  45   75  48.5
16533  55   75  48.5
16534  150  75  48.5
16535  150  70  48.5
16536  150  80  48.5
16537  145  75  48.5
16538  155  75  48.5
16539  100  75  78.5
16540  50   75  78.5
16541  150  75  78.5
