0	-1.14203E-08	-0.002307451	1.71305E-08	0.007782824	6.85221E-09	-0.017016615	2.45537E-08	0.041232756	0
0.01	1.81012E-07	0.003990695	1.16487E-07	-0.014505244	3.99712E-08	0.039458409	7.10916E-08	-0.207206301	-0.665776586
0.02	1.73018E-07	-0.008207067	1.22198E-07	0.035666307	9.70729E-08	-0.204694995	-0.523248289	-0.81237896	-1.307967706
0.029999999	2.04424E-07	0.023468545	2.581E-07	-0.198396612	-0.523248143	-0.816170952	-1.027960027	-1.240754749	-1.90382342
0.039999999	2.25837E-07	-0.16672113	-0.523248106	-0.82836861	-1.027959954	-1.234456567	-1.496255854	-1.737477473	-2.432235243
0.049999997	-1.046496285	-1.018558216	-1.027959808	-1.202780811	-1.496255854	-1.749675057	-1.911546013	-2.06578226	-2.87448385
0.059999999	-2.055919907	-2.054618171	-2.019504033	-1.939864663	-1.91154616	-2.034106577	-2.25911913	-2.441293226	-3.214902583
0.07	-2.992511708	-2.975924619	-2.939506113	-2.885943864	-2.782367163	-2.631482686	-2.526661406	-2.562566233	-3.441431752
0.079999998	-3.823092319	-3.807250165	-3.755374838	-3.667542642	-3.554621798	-3.414403228	-3.227943707	-3.002126577	-3.546046429
0.089999996	-4.51823826	-4.498868188	-4.438207711	-4.335709822	-4.200951674	-4.03818624	-3.814874935	-3.470834121	-3.525040697
0.099999994	-5.053323396	-5.027327845	-4.963814803	-4.869512079	-4.698460848	-4.392140715	-3.967474692	-3.51709963	-3.379158692
0.109999999	-5.409391347	-5.397971735	-5.313576533	-5.083758738	-4.730337821	-4.348425469	-3.979524341	-3.572362835	-3.113568115
0.119999997	-5.573829669	-5.454402629	-5.175914365	-4.876885125	-4.594639733	-4.263980858	-3.850597914	-3.405271339	-2.737678036
0.129999995	-4.942437383	-4.933315727	-4.854893455	-4.634624748	-4.296174458	-3.933730995	-3.585262377	-3.201043006	-2.264804387
0.140000001	-4.135956656	-4.113538431	-4.062697768	-3.990161596	-3.845515514	-3.571686604	-3.192916546	-2.797762004	-1.711698511
0.149999991	-3.182958153	-3.1703843	-3.1265793	-3.050600287	-2.959440148	-2.85419319	-2.687460421	-2.40443121	-1.097955745
0.159999996	-2.117201212	-2.107445718	-2.079699656	-2.034414871	-1.968523329	-1.883344161	-1.787612377	-1.681449307	-0.445316434
0.170000002	-0.976441964	-0.97147702	-0.959145973	-0.940190177	-0.907872616	-0.861671646	-0.824436942	-0.830121605	0.223098451
0.179999992	0.198909668	0.195778795	0.195385405	0.201266535	0.184940816	0.113032836	-0.003126856	-0.113346329	0.883608987
0.189999998	1.367212482	1.368522112	1.342996092	1.249001516	1.100130894	0.94959155	0.818292468	0.677643762	1.512818197
0.199999988	2.487082772	2.421745107	2.2719583	2.11684731	1.976348073	1.813612753	1.610724748	1.39516802	2.088434203
0.209999993	3.176703971	3.170070305	3.120434461	2.986356052	2.782551935	2.562423561	2.346095586	2.106392342	2.59006721
0.219999999	3.753786734	3.734681541	3.687297752	3.615646556	3.490182558	3.279135787	2.998355123	2.698064931	2.999945697
0.229999989	4.197891533	4.180257793	4.123534246	4.027460985	3.90310094	3.751287926	3.544396187	3.252950201	3.30354913
0.239999995	4.493282051	4.473037528	4.413694721	4.315899455	4.17774846	4.001275691	3.793804493	3.555978059	3.490123099
0.25	4.629497617	4.608678898	4.547495973	4.446851943	4.304398274	4.120589296	3.908813962	3.690880634	3.553057584
