0	-3.44272E-07	-3.49101E-07	-4.02578E-07	-4.40025E-07	-3.20243E-07	-2.25256E-07	-4.79245E-07	-6.65167E-07	0
0.01	0.00187824	0.001878252	0.001878345	0.00187841	0.001878176	0.001878007	0.001878659	0.001878948	0.001873813
0.02	0.003742189	0.003742169	0.003741978	0.00374186	0.003742484	0.003742737	0.003737624	0.003719508	0.003681245
0.029999999	0.005578024	0.005578087	0.005578642	0.00557881	0.005573739	0.005555669	0.005517379	0.005453387	0.005358268
0.039999999	0.007374331	0.007373967	0.007369027	0.007351137	0.007312778	0.007248696	0.00715362	0.00702119	0.006845471
0.049999997	0.009108199	0.009095191	0.009056643	0.008992029	0.008897083	0.008764829	0.008589041	0.008365478	0.00809017
0.059999999	0.010677511	0.010651812	0.010574818	0.010447444	0.010271467	0.010047368	0.00977219	0.00944064	0.00904827
0.07	0.011972932	0.011935564	0.011823836	0.011638652	0.011381426	0.011054751	0.010662193	0.010206164	0.009685832
0.079999998	0.012896417	0.012848663	0.0127058	0.012469131	0.012140823	0.011723704	0.011221323	0.010638336	0.009980267
0.089999996	0.013365266	0.013308829	0.013140005	0.012860316	0.0124723	0.011979314	0.011385494	0.010696564	0.009921147
0.099999994	0.013330415	0.013267307	0.013078591	0.012765838	0.012331503	0.011779998	0.011118945	0.010358759	0.009510566
0.109999999	0.012763772	0.012696173	0.012493773	0.012158849	0.011697097	0.011117139	0.01042843	0.009640319	0.008763067
0.119999997	0.011654507	0.011585095	0.011379659	0.011044856	0.010588081	0.010016546	0.009338595	0.008564448	0.007705133
0.129999995	0.01001874	0.009956974	0.009772014	0.009465991	0.009044356	0.00851536	0.007887979	0.007171047	0.006374241
0.140000001	0.007937629	0.007885981	0.00773155	0.007475591	0.007120024	0.0066686	0.00612811	0.005507829	0.004817537
0.149999991	0.005515665	0.005475905	0.005356949	0.005159899	0.004886613	0.004539365	0.004120887	0.003635478	0.003090172
0.159999996	0.002868439	0.002841997	0.002762903	0.002631854	0.002449987	0.002218948	0.001940846	0.001618077	0.001253333
0.170000002	0.000118332	0.000106139	6.96721E-05	9.24041E-06	-7.4669E-05	-0.000181243	-0.000309377	-0.00045821	-0.000627906
0.179999992	-0.002618685	-0.002616205	-0.002608826	-0.002596544	-0.002579278	-0.002557508	-0.002533011	-0.002508573	-0.002486897
0.189999998	-0.005228881	-0.005211782	-0.005160527	-0.005075846	-0.00496006	-0.00481677	-0.004649694	-0.004462178	-0.004257793
0.199999988	-0.007602117	-0.007571168	-0.007479859	-0.007331752	-0.007130687	-0.006880263	-0.006584589	-0.006248669	-0.005877851
0.209999993	-0.00964107	-0.009601369	-0.009482507	-0.009285816	-0.009014617	-0.008673884	-0.008269077	-0.007805664	-0.007289685
0.219999999	-0.01128678	-0.011239897	-0.011099708	-0.010867381	-0.010544776	-0.0101351	-0.009643596	-0.009077167	-0.008443279
0.229999989	-0.012498535	-0.012446095	-0.012289234	-0.012029366	-0.011668872	-0.011210852	-0.010659165	-0.010019047	-0.009297764
0.239999995	-0.01325045	-0.013194324	-0.013026457	-0.012748325	-0.012362382	-0.011872075	-0.011281801	-0.01059674	-0.009822872
0.25	-0.013532236	-0.013474409	-0.013301451	-0.013014887	-0.012617239	-0.012112069	-0.011503945	-0.010798108	-0.01
0.25999999	-0.013344516	-0.013287032	-0.013115079	-0.012830214	-0.012435075	-0.011932983	-0.011327502	-0.01062252	-0.009822873
0.269999981	-0.012703534	-0.012648448	-0.012483749	-0.012210739	-0.01183095	-0.011346276	-0.010759614	-0.010075109	-0.009297766
